[33, 5, 6, 0, 0, 11, 6, 3, 3, 2, 1, 0, 0, 0, 3, 0, 0, 5, 4, 10, 10, 29, 11, 40]
[34, 5, 6, 0, 0, 11, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 5, 4, 10, 10, 29, 11, 40]
[35, 5, 7, 0, 0, 12, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 3, 10, 10, 28, 12, 40]
[36, 6, 7, 0, 0, 13, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 3, 10, 10, 27, 13, 40]
[37, 6, 6, 0, 0, 12, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 4, 4, 10, 10, 28, 12, 40]
[38, 7, 6, 0, 0, 13, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 10, 10, 27, 13, 40]
[39, 5, 6, 0, 1, 10, 5, 1, 4, 1, 0, 0, 0, 4, 0, 0, 0, 5, 4, 10, 9, 28, 12, 40]
[40, 5, 5, 0, 1, 9, 3, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 5, 5, 10, 9, 29, 11, 40]
[41, 5, 5, 0, 1, 9, 6, 3, 3, 1, 1, 0, 1, 3, 0, 0, 0, 5, 5, 10, 9, 29, 11, 40]
[42, 5, 5, 0, 1, 9, 6, 3, 3, 2, 0, 0, 1, 1, 2, 0, 0, 5, 5, 10, 9, 29, 11, 40]
[43, 4, 5, 1, 1, 7, 6, 2, 4, 0, 2, 0, 0, 3, 1, 0, 0, 6, 5, 9, 9, 29, 11, 40]
[44, 5, 5, 0, 1, 9, 6, 4, 2, 1, 2, 1, 0, 1, 0, 0, 1, 5, 5, 10, 9, 29, 11, 40]
[45, 5, 5, 0, 1, 9, 4, 2, 2, 1, 1, 0, 0, 0, 2, 0, 0, 5, 5, 10, 9, 29, 11, 40]
[46, 5, 6, 0, 0, 11, 6, 4, 2, 2, 1, 0, 1, 1, 1, 0, 0, 5, 4, 10, 10, 29, 11, 40]
[47, 6, 7, 0, 0, 13, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 3, 10, 10, 27, 13, 40]
[48, 6, 8, 0, 0, 14, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 2, 10, 10, 26, 14, 40]
[49, 6, 7, 0, 0, 13, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 4, 3, 10, 10, 27, 13, 40]


[0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 28, 12, 40]
[0, 4, 4, 1, 3, 4, 6, 5, 1, 2, 1, 2, 0, 0, 0, 0, 1, 6, 6, 9, 7, 28, 12, 40]
[1, 4, 4, 1, 3, 4, 6, 3, 3, 0, 2, 1, 0, 3, 0, 0, 0, 6, 6, 9, 7, 28, 12, 40]
[2, 2, 3, 3, 3, 1, 7, 1, 6, 1, 0, 0, 0, 3, 1, 0, 2, 8, 7, 7, 7, 29, 11, 40]
[3, 2, 4, 4, 2, 4, 7, 5, 2, 2, 1, 1, 1, 0, 0, 1, 1, 8, 6, 6, 8, 28, 12, 40]
[4, 2, 4, 4, 2, 4, 8, 4, 4, 0, 2, 1, 1, 2, 1, 1, 0, 8, 6, 6, 8, 28, 12, 40]
[5, 2, 4, 4, 1, 5, 7, 4, 3, 0, 1, 2, 1, 1, 0, 2, 0, 8, 6, 6, 9, 29, 11, 40]
[6, 1, 4, 5, 1, 7, 8, 5, 3, 2, 1, 2, 0, 0, 2, 1, 0, 9, 6, 5, 9, 29, 11, 40]
[7, 0, 5, 6, 1, 10, 7, 5, 2, 1, 1, 2, 1, 0, 1, 1, 0, 10, 5, 4, 9, 28, 12, 40]
[8, 1, 4, 5, 2, 6, 6, 1, 5, 0, 0, 1, 0, 0, 2, 3, 0, 9, 6, 5, 8, 28, 12, 40]
[9, 1, 5, 6, 2, 8, 2, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 9, 5, 4, 8, 26, 14, 40]
[10, 1, 4, 5, 2, 6, 8, 3, 5, 0, 0, 2, 1, 0, 4, 1, 0, 9, 6, 5, 8, 28, 12, 40]
[11, 1, 4, 5, 2, 6, 6, 3, 3, 1, 1, 0, 1, 0, 1, 2, 0, 9, 6, 5, 8, 28, 12, 40]
[12, 0, 6, 6, 2, 10, 8, 6, 2, 1, 3, 2, 0, 0, 0, 2, 0, 10, 4, 4, 8, 26, 14, 40]
[13, 1, 4, 5, 2, 6, 6, 1, 5, 0, 1, 0, 0, 0, 1, 4, 0, 9, 6, 5, 8, 28, 12, 40]
[14, 1, 4, 5, 2, 6, 8, 4, 4, 1, 1, 1, 1, 0, 2, 2, 0, 9, 6, 5, 8, 28, 12, 40]
[15, 2, 4, 4, 2, 4, 8, 3, 5, 0, 1, 1, 1, 0, 2, 3, 0, 8, 6, 6, 8, 28, 12, 40]
[16, 0, 5, 5, 2, 8, 4, 4, 0, 2, 1, 1, 0, 0, 0, 0, 0, 10, 5, 5, 8, 28, 12, 40]
[17, 1, 5, 5, 1, 8, 4, 2, 2, 0, 0, 0, 2, 0, 0, 2, 0, 9, 5, 5, 9, 28, 12, 40]
[18, 1, 5, 5, 1, 8, 2, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 9, 5, 5, 9, 28, 12, 40]
[19, 0, 6, 6, 0, 12, 8, 6, 2, 1, 1, 3, 1, 0, 1, 1, 0, 10, 4, 4, 10, 28, 12, 40]
[20, 0, 6, 7, 0, 13, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 4, 3, 10, 27, 13, 40]
[21, 0, 6, 6, 0, 12, 5, 2, 3, 0, 1, 1, 0, 0, 0, 3, 0, 10, 4, 4, 10, 28, 12, 40]
[22, 0, 7, 6, 0, 13, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 3, 4, 10, 27, 13, 40]
[23, 0, 8, 6, 0, 14, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 2, 4, 10, 26, 14, 40]
[24, 0, 8, 7, 0, 15, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 2, 3, 10, 25, 15, 40]
[25, 0, 7, 7, 0, 14, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 10, 3, 3, 10, 26, 14, 40]
[26, 0, 8, 7, 0, 15, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 2, 3, 10, 25, 15, 40]
[27, 0, 8, 8, 0, 16, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 2, 2, 10, 24, 16, 40]
[28, 0, 9, 8, 0, 17, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 1, 2, 10, 23, 17, 40]
[29, 0, 9, 9, 0, 18, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 1, 1, 10, 22, 18, 40]
[30, 0, 10, 9, 0, 19, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 1, 10, 21, 19, 40]
[31, 0, 9, 9, 0, 18, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 10, 1, 1, 10, 22, 18, 40]
[32, 0, 8, 9, 0, 17, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 10, 2, 1, 10, 23, 17, 40]
[33, 0, 8, 10, 0, 18, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 2, 0, 10, 22, 18, 40]
[34, 0, 8, 9, 0, 17, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 10, 2, 1, 10, 23, 17, 40]
[35, 0, 8, 8, 0, 16, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 10, 2, 2, 10, 24, 16, 40]
[36, 0, 7, 8, 0, 15, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 10, 3, 2, 10, 25, 15, 40]
[37, 0, 8, 8, 0, 16, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 2, 2, 10, 24, 16, 40]
[38, 0, 7, 8, 0, 15, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 10, 3, 2, 10, 25, 15, 40]
[39, 0, 8, 8, 0, 16, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 2, 2, 10, 24, 16, 40]
[40, 0, 8, 9, 0, 17, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 2, 1, 10, 23, 17, 40]
[41, 0, 8, 8, 0, 16, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 10, 2, 2, 10, 24, 16, 40]
[42, 0, 9, 8, 0, 17, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 1, 2, 10, 23, 17, 40]
[43, 0, 9, 9, 0, 18, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 1, 1, 10, 22, 18, 40]
[44, 0, 9, 10, 0, 19, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 1, 0, 10, 21, 19, 40]
[45, 0, 10, 10, 0, 20, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 20, 20, 40]
[46, 0, 9, 10, 0, 19, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 10, 1, 0, 10, 21, 19, 40]
[47, 0, 10, 10, 0, 20, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 20, 20, 40]
[48, 0, 9, 10, 0, 19, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 10, 1, 0, 10, 21, 19, 40]
[49, 0, 9, 9, 0, 18, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 10, 1, 1, 10, 22, 18, 40]


[0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 28, 12, 40]
[0, 3, 3, 3, 3, 0, 8, 2, 6, 0, 1, 1, 0, 2, 2, 1, 1, 7, 7, 7, 7, 28, 12, 40]
[1, 4, 4, 2, 2, 4, 8, 6, 2, 1, 2, 2, 1, 0, 0, 1, 1, 6, 6, 8, 8, 28, 12, 40]
[2, 4, 4, 1, 2, 5, 7, 4, 3, 1, 2, 1, 0, 1, 1, 0, 1, 6, 6, 9, 8, 29, 11, 40]
[3, 4, 4, 1, 2, 5, 8, 4, 4, 0, 3, 1, 0, 3, 0, 0, 1, 6, 6, 9, 8, 29, 11, 40]
[4, 4, 4, 1, 2, 5, 8, 4, 4, 2, 1, 1, 0, 1, 2, 0, 1, 6, 6, 9, 8, 29, 11, 40]
[5, 5, 5, 1, 0, 9, 8, 6, 2, 2, 2, 0, 2, 1, 1, 0, 0, 5, 5, 9, 10, 29, 11, 40]
[6, 5, 5, 0, 1, 9, 8, 4, 4, 1, 2, 1, 0, 2, 2, 0, 0, 5, 5, 10, 9, 29, 11, 40]
[7, 4, 5, 1, 1, 7, 8, 3, 5, 2, 0, 0, 1, 2, 3, 0, 0, 6, 5, 9, 9, 29, 11, 40]
[8, 4, 5, 1, 1, 7, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 6, 5, 9, 9, 29, 11, 40]
[9, 5, 5, 1, 1, 8, 5, 3, 2, 2, 0, 1, 0, 0, 2, 0, 0, 5, 5, 9, 9, 28, 12, 40]
[10, 5, 5, 1, 0, 9, 7, 4, 3, 2, 1, 0, 1, 1, 2, 0, 0, 5, 5, 9, 10, 29, 11, 40]
[11, 5, 6, 1, 0, 10, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 4, 9, 10, 28, 12, 40]
[12, 5, 7, 0, 0, 12, 2, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 5, 3, 10, 10, 28, 12, 40]
[13, 5, 6, 0, 0, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 5, 4, 10, 10, 29, 11, 40]
[14, 4, 4, 1, 2, 5, 8, 1, 7, 1, 0, 0, 0, 3, 4, 0, 0, 6, 6, 9, 8, 29, 11, 40]
[15, 4, 5, 1, 1, 7, 8, 5, 3, 1, 2, 1, 1, 2, 1, 0, 0, 6, 5, 9, 9, 29, 11, 40]
[16, 5, 5, 1, 1, 8, 7, 4, 3, 1, 2, 1, 0, 1, 2, 0, 0, 5, 5, 9, 9, 28, 12, 40]
[17, 5, 6, 1, 1, 9, 3, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 5, 4, 9, 9, 27, 13, 40]
[18, 5, 6, 0, 0, 11, 8, 5, 3, 2, 1, 1, 1, 0, 3, 0, 0, 5, 4, 10, 10, 29, 11, 40]
[19, 5, 6, 0, 1, 10, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 5, 4, 10, 9, 28, 12, 40]
[20, 5, 6, 0, 1, 10, 8, 4, 4, 2, 1, 0, 1, 0, 4, 0, 0, 5, 4, 10, 9, 28, 12, 40]
[21, 5, 5, 1, 1, 8, 8, 3, 5, 1, 1, 0, 1, 2, 3, 0, 0, 5, 5, 9, 9, 28, 12, 40]
[22, 4, 5, 1, 2, 6, 4, 1, 3, 1, 0, 0, 0, 0, 3, 0, 0, 6, 5, 9, 8, 28, 12, 40]
[23, 4, 5, 1, 2, 6, 6, 3, 3, 2, 0, 0, 1, 0, 3, 0, 0, 6, 5, 9, 8, 28, 12, 40]
[24, 4, 5, 0, 2, 7, 7, 4, 3, 1, 2, 1, 0, 0, 1, 0, 2, 6, 5, 10, 8, 29, 11, 40]
[25, 4, 5, 1, 1, 7, 8, 4, 4, 1, 2, 0, 1, 2, 2, 0, 0, 6, 5, 9, 9, 29, 11, 40]
[26, 5, 5, 1, 1, 8, 7, 4, 3, 1, 1, 1, 1, 3, 0, 0, 0, 5, 5, 9, 9, 28, 12, 40]
[27, 6, 6, 1, 1, 10, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 4, 9, 9, 26, 14, 40]
[28, 6, 7, 0, 1, 12, 6, 4, 2, 1, 2, 1, 0, 1, 1, 0, 0, 4, 3, 10, 9, 26, 14, 40]
[29, 6, 6, 0, 1, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 4, 4, 10, 9, 27, 13, 40]
[30, 6, 7, 0, 1, 12, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 3, 10, 9, 26, 14, 40]
[31, 7, 7, 0, 1, 13, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 10, 9, 25, 15, 40]
[32, 7, 7, 0, 1, 13, 4, 2, 2, 2, 0, 0, 0, 1, 1, 0, 0, 3, 3, 10, 9, 25, 15, 40]
[33, 8, 7, 0, 1, 14, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 10, 9, 24, 16, 40]
[34, 8, 8, 0, 1, 15, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 10, 9, 23, 17, 40]
[35, 7, 8, 0, 1, 14, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 10, 9, 24, 16, 40]
[36, 8, 8, 0, 1, 15, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10, 9, 23, 17, 40]
[37, 8, 9, 0, 1, 16, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 10, 9, 22, 18, 40]
[38, 9, 9, 0, 1, 17, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10, 9, 21, 19, 40]
[39, 8, 9, 0, 1, 16, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 10, 9, 22, 18, 40]
[40, 9, 9, 0, 1, 17, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10, 9, 21, 19, 40]
[41, 10, 9, 0, 1, 18, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 9, 20, 20, 40]
[42, 9, 9, 0, 1, 17, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 10, 9, 21, 19, 40]
[43, 8, 9, 0, 1, 16, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 10, 9, 22, 18, 40]
[44, 8, 8, 0, 1, 15, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 10, 9, 23, 17, 40]
[45, 9, 8, 0, 1, 16, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10, 9, 22, 18, 40]
[46, 10, 8, 0, 1, 17, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 9, 21, 19, 40]
[47, 9, 8, 0, 1, 16, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 10, 9, 22, 18, 40]
[48, 9, 9, 0, 1, 17, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 10, 9, 21, 19, 40]
[49, 8, 9, 0, 1, 16, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 10, 9, 22, 18, 40]


[0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 28, 12, 40]
[0, 6, 4, 1, 1, 8, 8, 8, 0, 3, 1, 2, 2, 0, 0, 0, 0, 4, 6, 9, 9, 28, 12, 40]
[1, 4, 4, 1, 2, 5, 7, 2, 5, 1, 1, 0, 0, 4, 0, 1, 0, 6, 6, 9, 8, 29, 11, 40]
[2, 4, 4, 1, 2, 5, 6, 3, 3, 1, 1, 0, 1, 0, 3, 0, 0, 6, 6, 9, 8, 29, 11, 40]
[3, 5, 5, 1, 1, 8, 7, 5, 2, 1, 2, 0, 2, 2, 0, 0, 0, 5, 5, 9, 9, 28, 12, 40]
[4, 5, 6, 1, 0, 10, 4, 3, 1, 1, 1, 0, 1, 0, 1, 0, 0, 5, 4, 9, 10, 28, 12, 40]
[5, 5, 6, 0, 0, 11, 7, 4, 3, 1, 2, 1, 0, 2, 1, 0, 0, 5, 4, 10, 10, 29, 11, 40]
[6, 5, 7, 0, 0, 12, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 3, 10, 10, 28, 12, 40]
[7, 5, 6, 0, 0, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 5, 4, 10, 10, 29, 11, 40]
[8, 5, 6, 0, 1, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 5, 4, 10, 9, 28, 12, 40]
[9, 5, 5, 1, 1, 8, 6, 2, 4, 1, 0, 0, 1, 2, 2, 0, 0, 5, 5, 9, 9, 28, 12, 40]
[10, 6, 6, 1, 1, 10, 4, 3, 1, 1, 2, 0, 0, 1, 0, 0, 0, 4, 4, 9, 9, 26, 14, 40]
[11, 8, 7, 0, 1, 14, 6, 5, 1, 3, 1, 1, 0, 0, 1, 0, 0, 2, 3, 10, 9, 24, 16, 40]
[12, 7, 7, 0, 1, 13, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 3, 10, 9, 25, 15, 40]
[13, 7, 8, 0, 1, 14, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 2, 10, 9, 24, 16, 40]
[14, 7, 8, 0, 0, 15, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 2, 10, 10, 25, 15, 40]
[15, 7, 7, 0, 0, 14, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 3, 10, 10, 26, 14, 40]
[16, 6, 7, 0, 0, 13, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 4, 3, 10, 10, 27, 13, 40]
[17, 7, 7, 0, 0, 14, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 10, 10, 26, 14, 40]
[18, 7, 8, 0, 0, 15, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 2, 10, 10, 25, 15, 40]
[19, 8, 8, 0, 0, 16, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10, 10, 24, 16, 40]
[20, 7, 8, 0, 0, 15, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 2, 10, 10, 25, 15, 40]
[21, 8, 8, 0, 0, 16, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10, 10, 24, 16, 40]
[22, 9, 8, 0, 0, 17, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10, 10, 23, 17, 40]
[23, 8, 8, 0, 0, 16, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 10, 10, 24, 16, 40]
[24, 7, 8, 0, 0, 15, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 2, 10, 10, 25, 15, 40]
[25, 8, 8, 0, 0, 16, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10, 10, 24, 16, 40]
[26, 8, 9, 0, 0, 17, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 10, 10, 23, 17, 40]
[27, 9, 9, 0, 0, 18, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10, 10, 22, 18, 40]
[28, 9, 10, 0, 0, 19, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 10, 10, 21, 19, 40]
[29, 9, 9, 0, 0, 18, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 10, 10, 22, 18, 40]
[30, 8, 9, 0, 0, 17, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 10, 10, 23, 17, 40]
[31, 8, 8, 0, 0, 16, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2, 10, 10, 24, 16, 40]
[32, 9, 8, 0, 0, 17, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10, 10, 23, 17, 40]
[33, 9, 9, 0, 0, 18, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 10, 10, 22, 18, 40]
[34, 10, 9, 0, 0, 19, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 10, 21, 19, 40]
[35, 9, 9, 0, 0, 18, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 10, 10, 22, 18, 40]
[36, 10, 9, 0, 0, 19, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 10, 21, 19, 40]
